Kategori,Nama Produk,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Kesehatan & Fitness,Peloton App,peloton app,peloton app,peloton app,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Peloton,peloton,peloton,peloton,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Sleep Cycle,sleep cycle,sleep cycle,sleep cycle,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Flo Health,flo health,flo health,flo health,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Flo,flo,flo,flo,1.0,1.0,0.0,0.0
Kesehatan & Fitness,AllTrails,alltrails,alltrails,alltrails,1.0,1.0,0.0,0.0
Kesehatan & Fitness,8fit,fit,,,1.0,0.0,1.0,100.0
Kesehatan & Fitness,Noom,noom,noom,noom,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Whoop,whoop,whoop,whoop,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Fitia,fitia,fitia,fitia,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Hevy,hevy,hevy,hevy,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Fitbod,fitbod,fitbod,fitbod,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Samsung Health,samsung health,samsung health,samsung health,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Apple Fitness+,apple fitness,apple fitness,apple fitness,2.0,2.0,0.0,0.0
Kesehatan & Fitness,MyFitnessPal Premium,myfitnesspal premium,myfitnesspal,myfitnesspal,2.0,1.0,1.0,50.0
Kesehatan & Fitness,StrongLifts 5x5,stronglifts x,stronglifts,stronglifts,2.0,1.0,1.0,50.0
Kesehatan & Fitness,Zwift,zwift,zwift,zwift,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Cronometer,cronometer,cronometer,cronometer,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Alpha Progression,alpha progression,alpha progression,alpha progression,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Pliability,pliability,pliability,pliability,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Centr,centr,centr,centr,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Sweat,sweat,sweat,sweat,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Garmin Connect,garmin connect,garmin connect,garmin connect,2.0,2.0,0.0,0.0
Kesehatan & Fitness,FIT HUB,fit hub,hub,hub,2.0,1.0,1.0,50.0
Kesehatan & Fitness,GoFasting,gofasting,gofasting,gofasting,1.0,1.0,0.0,0.0
Kesehatan & Fitness,7 Minute Workout,minute workout,minute workout,mute workout,3.0,2.0,1.0,33.3
Kesehatan & Fitness,Adidas Running,adidas running,adidas running,adidas running,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Pacer Pedometer,pacer pedometer,pacer pedometer,pacer pedometer,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Fitbit Premium,fitbit premium,fitbit,fitbit,2.0,1.0,1.0,50.0
Kesehatan & Fitness,FatSecret Premium,fatsecret premium,fatsecret,fatsecret,2.0,1.0,1.0,50.0
Kesehatan & Fitness,Strive Workout Log,strive workout log,strive workout log,strive workout log,3.0,3.0,0.0,0.0
Kesehatan & Fitness,Future,future,future,future,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Aaptiv,aaptiv,aaptiv,aaptiv,1.0,1.0,0.0,0.0
Kesehatan & Fitness,StretchIt,stretchit,stretchit,stretchit,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Yoga-Go,yogago,yogago,yogago,1.0,1.0,0.0,0.0
Kesehatan & Fitness,The Movement Athlete,the movement athlete,the movement athlete,the movement athlete,3.0,3.0,0.0,0.0
Kesehatan & Fitness,Caliber,caliber,caliber,caliber,1.0,1.0,0.0,0.0
Kesehatan & Fitness,JEFIT,jefit,jefit,jefit,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Shred,shred,shred,shred,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Relive,relive,relive,relive,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Daily Burn,daily burn,daily burn,daily burn,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Freeletics,freeletics,freeletics,freeletics,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Lifesum,lifesum,lifesum,lifesum,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Endomondo,endomondo,endomondo,endomondo,1.0,1.0,0.0,0.0
Kesehatan & Fitness,FitOn Pro,fiton pro,fiton pro,fiton pro,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Sleep Cycle Premium,sleep cycle premium,sleep cycle,sleep cycle,3.0,2.0,1.0,33.3
Kesehatan & Fitness,Rise Science,rise science,rise science,rise science,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Cronometer Gold,cronometer gold,cronometer gold,cronometer gold,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Levels,levels,levels,levels,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Oura,oura,oura,oura,1.0,1.0,0.0,0.0
Kesehatan & Fitness,InsideTracker,insidetracker,insidetracker,insidetracker,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Exist.io,existio,existio,existio,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Focus@Will,focuswill,focuswill,focuswill,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Waking Up,waking up,waking up,waking up,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Ten Percent Happier,ten percent happier,ten percent happier,ten percent happier,3.0,3.0,0.0,0.0
Kesehatan & Fitness,Clarity,clarity,clarity,clarity,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Stoic,stoic,stoic,stoic,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Way of Life,way of life,way of life,way of life,3.0,3.0,0.0,0.0
Kesehatan & Fitness,SleepSpace,sleepspace,sleepspace,sleepspace,1.0,1.0,0.0,0.0
Kesehatan & Fitness,AutoSleep,autosleep,autosleep,autosleep,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Heartwatch,heartwatch,heartwatch,heartwatch,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Bearable,bearable,bearable,bearable,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Clue Plus,clue plus,clue,clue,2.0,1.0,1.0,50.0
Kesehatan & Fitness,Plant Nanny,plant nanny,plant nanny,plant nanny,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Fabulous,fabulous,fabulous,fabulous,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Reflectly,reflectly,reflectly,reflectly,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Finch,finch,finch,finch,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Strong,strong,strong,strong,1.0,1.0,0.0,0.0
Kesehatan & Fitness,FitOn,fiton,fiton,fiton,1.0,1.0,0.0,0.0
Kesehatan & Fitness,FatSecret,fatsecret,fatsecret,fatsecret,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Lose It!,lose it,lose it,lose it,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Yazio,yazio,yazio,yazio,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Foodvisor,foodvisor,foodvisor,foodvisor,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Bitesnap,bitesnap,bitesnap,bitesnap,1.0,1.0,0.0,0.0
Kesehatan & Fitness,See How You Eat,see how you eat,see how you eat,see how you eat,4.0,4.0,0.0,0.0
Kesehatan & Fitness,Calory,calory,calory,calory,1.0,1.0,0.0,0.0
Kesehatan & Fitness,MacroFactor,macrofactor,macrofactor,macrofactor,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Carbon Diet Coach,carbon diet coach,carbon diet coach,carbon diet coach,3.0,3.0,0.0,0.0
Kesehatan & Fitness,Dietitian AI,dietitian ai,dietitian ai,dietitian ai,2.0,2.0,0.0,0.0
Kesehatan & Fitness,FoodNoms,foodnoms,foodnoms,foodnoms,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Rise,rise,rise,rise,1.0,1.0,0.0,0.0
Kesehatan & Fitness,SleepScore,sleepscore,sleepscore,sleepscore,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Pillow,pillow,pillow,pillow,1.0,1.0,0.0,0.0
Kesehatan & Fitness,SleepWatch,sleepwatch,sleepwatch,sleepwatch,1.0,1.0,0.0,0.0
Kesehatan & Fitness,ShutEye,shuteye,shuteye,shuteye,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Sleep Reset,sleep reset,sleep reset,sleep reset,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Sleep Lab,sleep lab,sleep lab,sleep lab,2.0,2.0,0.0,0.0
Kesehatan & Fitness,DreamLab,dreamlab,dreamlab,dreamlab,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Insight Timer,insight timer,insight timer,insight timer,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Meditation Studio,meditation studio,meditation studio,meditation studio,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Oak,oak,oak,oak,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Simple Habit,simple habit,simple habit,simple habit,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Breethe,breethe,breethe,breethe,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Aura,aura,aura,aura,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Sattva,sattva,sattva,sattva,1.0,1.0,0.0,0.0
Kesehatan & Fitness,MyLife,mylife,mylife,mylife,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Smiling Mind,smiling mind,smiling mind,smiling mind,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Waking Up with Sam Harris,waking up with sam harris,waking up with sam harris,waking up with sam harris,5.0,5.0,0.0,0.0
Kesehatan & Fitness,Lumosity,lumosity,lumosity,lumosity,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Elevate,elevate,elevate,elevate,1.0,1.0,0.0,0.0
Kesehatan & Fitness,BrainHQ,brainhq,brainhq,brainhq,1.0,1.0,0.0,0.0
Kesehatan & Fitness,CogniFit,cognifit,cognifit,cognifit,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Peak,peak,peak,peak,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Memorado,memorado,memorado,memorado,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Impulse,impulse,impulse,impulse,1.0,1.0,0.0,0.0
Kesehatan & Fitness,NeuroNation,neuronation,neuronation,neuronation,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Fitbit,fitbit,fitbit,fitbit,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Garmin,garmin,garmin,garmin,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Oura Ring,oura ring,oura ring,oura ring,2.0,2.0,0.0,0.0
Kesehatan & Fitness,WHOOP Strap,whoop strap,whoop strap,whoop strap,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Polar Flow,polar flow,polar flow,polar flow,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Suunto,suunto,suunto,suunto,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Coros,coros,coros,coros,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Amazfit,amazfit,amazfit,amazfit,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Zepp,zepp,zepp,zepp,1.0,1.0,0.0,0.0
Kesehatan & Fitness,Huawei Health,huawei health,huawei health,huawei health,2.0,2.0,0.0,0.0
Kesehatan & Fitness,Mi Fit,mi fit,mi,mi,2.0,1.0,1.0,50.0
Edukasi & Pembelajaran,Duolingo Plus,duolingo plus,duolingo,duolingo,2.0,1.0,1.0,50.0
Edukasi & Pembelajaran,Duolingo Max,duolingo max,duolingo max,duolingo max,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Duolingo,duolingo,duolingo,duolingo,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Babbel,babbel,babbel,babbel,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Rosetta Stone,rosetta stone,rosetta stone,rosetta stone,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Coursera,coursera,coursera,coursera,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Skillshare,skillshare,skillshare,skillshare,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,MasterClass,masterclass,masterclass,masterclass,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Khan Academy Kids,khan academy kids,khan academy kids,khan academy kids,3.0,3.0,0.0,0.0
Edukasi & Pembelajaran,Khan Academy,khan academy,khan academy,khan academy,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Brilliant,brilliant,brilliant,brilliant,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Photomath,photomath,photomath,photomath,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Mathway,mathway,mathway,mathway,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Mathlab,mathlab,mathlab,mathlab,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Symbolab,symbolab,symbolab,symbolab,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Chegg,chegg,chegg,chegg,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Course Hero,course hero,course hero,course hero,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Bartleby,bartleby,bartleby,bartleby,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,StudyX,studyx,studyx,studyx,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Numerade,numerade,numerade,numerade,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Quizlet Plus,quizlet plus,quizlet,quizlet,2.0,1.0,1.0,50.0
Edukasi & Pembelajaran,Quizlet,quizlet,quizlet,quizlet,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Roboguru,roboguru,roboguru,roboguru,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Studocu,studocu,studocu,studocu,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,SlideShare,slideshare,slideshare,slideshare,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,SledePlayer,sledeplayer,sledeplayer,sledeplayer,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Anyflip,anyflip,anyflip,anyflip,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,FlipHTML5,fliphtml,fliphtml,fliphtml,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Academia Edu,academia edu,academia edu,academia edu,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Course Sidekick,course sidekick,course sidekick,course sidekick,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,College Sidekick,college sidekick,college sidekick,college sidekick,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,123dok,dok,dok,dok,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,PdfCoffee,pdfcoffee,pdfcoffee,pdfcoffee,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Transtutors,transtutors,transtutors,transtutors,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Studycom,studycom,studycom,studycom,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Studypool,studypool,studypool,studypool,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Brainly,brainly,brainly,brainly,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Wolfram Alpha,wolfram alpha,wolfram alpha,wolfram alpha,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Pimsleur,pimsleur,pimsleur,pimsleur,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,IXL Learning,ixl learning,ixl learning,ixl learning,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Anki,anki,anki,anki,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Readwise,readwise,readwise,readwise,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Outschool,outschool,outschool,outschool,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,LinkedIn Learning,linkedin learning,linkedin learning,linkedin learning,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,DataCamp Premium,datacamp premium,datacamp,datacamp,2.0,1.0,1.0,50.0
Edukasi & Pembelajaran,Codecademy Pro,codecademy pro,codecademy pro,codecademy pro,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,LeetCode Premium,leetcode premium,leetcode,leetcode,2.0,1.0,1.0,50.0
Edukasi & Pembelajaran,Brilliant.org,brilliantorg,brilliantorg,brilliantorg,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,365 Data Science,data science,data science,data science,3.0,2.0,1.0,33.3
Edukasi & Pembelajaran,Maven,maven,maven,maven,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,DataCamp,datacamp,datacamp,datacamp,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Coursera Plus,coursera plus,coursera,coursera,2.0,1.0,1.0,50.0
Edukasi & Pembelajaran,Udacity Nanodegree,udacity nanodegree,udacity nanodegree,udacity nanodegree,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,RevoU Premium,revou premium,revou,revou,2.0,1.0,1.0,50.0
Edukasi & Pembelajaran,Ruangkerja,ruangkerja,ruangkerja,ruangkerja,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Binar Academy,binar academy,binar academy,binar academy,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Myskill,myskill,myskill,myskill,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Glints ExpertClass,glints expertclass,glints expertclass,glints expertclass,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Careerboom.ai,careerboomai,careerboomai,careerboomai,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Preppy,preppy,preppy,preppy,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Quizziz,quizziz,quizziz,quizziz,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Waygorund,waygorund,waygorund,waygorund,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Blooket,blooket,blooket,blooket,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Kahoot,kahoot,kahoot,kahoot,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,WPS Office,wps office,wps office,wps office,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,StudyBlue,studyblue,studyblue,studyblue,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,GoConqr,goconqr,goconqr,goconqr,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Cram,cram,cram,cram,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Flashcard Machine,flashcard machine,flashcard machine,flashcard machine,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Brainscape,brainscape,brainscape,brainscape,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,StudyStack,studystack,studystack,studystack,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Tinycards,tinycards,tinycards,tinycards,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Chegg Prep,chegg prep,chegg prep,chegg prep,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Knowt,knowt,knowt,knowt,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,RemNote,remnote,remnote,remnote,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Zorbi,zorbi,zorbi,zorbi,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Feyn,feyn,feyn,feyn,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,StudySmarter,studysmarter,studysmarter,studysmarter,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Vaia,vaia,vaia,vaia,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Simple Club,simple club,simple club,simple club,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,The Study Portal,the study portal,the study portal,the study portal,3.0,3.0,0.0,0.0
Edukasi & Pembelajaran,OpenStudy,openstudy,openstudy,openstudy,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Piazza,piazza,piazza,piazza,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Edmodo,edmodo,edmodo,edmodo,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Blackboard,blackboard,blackboard,blackboard,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Brightspace,brightspace,brightspace,brightspace,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Schoology,schoology,schoology,schoology,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Seesaw,seesaw,seesaw,seesaw,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Nearpod,nearpod,nearpod,nearpod,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Pear Deck,pear deck,pear deck,pear deck,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Edpuzzle,edpuzzle,edpuzzle,edpuzzle,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Flipgrid,flipgrid,flipgrid,flipgrid,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Padlet,padlet,padlet,padlet,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Wakelet,wakelet,wakelet,wakelet,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Buncee,buncee,buncee,buncee,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,ThingLink,thinglink,thinglink,thinglink,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Genially,genially,genially,genially,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Sutori,sutori,sutori,sutori,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,TimelineJS,timelinejs,timelinejs,timelinejs,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Tiki-Toki,tikitoki,tikitoki,tikitoki,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Time Graphics,time graphics,time graphics,time graphics,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Prezi,prezi,prezi,prezi,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Haiku Deck,haiku deck,haiku deck,haiku deck,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Emaze,emaze,emaze,emaze,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Powtoon,powtoon,powtoon,powtoon,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Moovly,moovly,moovly,moovly,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Vyond,vyond,vyond,vyond,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Animaker,animaker,animaker,animaker,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,RawShorts,rawshorts,rawshorts,rawshorts,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Renderforest,renderforest,renderforest,renderforest,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Lumen5,lumen,lumen,lumen,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,InVideo,invideo,invideo,invideo,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Pictory.ai,pictoryai,pictoryai,pictoryai,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Designs.ai,designsai,designsai,designsai,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Simplified,simplified,simplified,simplified,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,VistaCreate,vistacreate,vistacreate,vistacreate,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Easil,easil,easil,easil,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Sparkol,sparkol,sparkol,sparkol,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,VideoScribe,videoscribe,videoscribe,videoscribe,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Doodly,doodly,doodly,doodly,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Explain Everything,explain everything,explain everything,explain everything,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,ShowMe,showme,showme,showme,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Educreations,educreations,educreations,educreations,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Knowmia,knowmia,knowmia,knowmia,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Shadow Puppet,shadow puppet,shadow puppet,shadow puppet,2.0,2.0,0.0,0.0
Edukasi & Pembelajaran,Clips,clips,clips,clips,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,iMovie,imovie,imovie,imovie,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,WeVideo,wevideo,wevideo,wevideo,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Kapwing,kapwing,kapwing,kapwing,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Clipchamp,clipchamp,clipchamp,clipchamp,1.0,1.0,0.0,0.0
Edukasi & Pembelajaran,Canva Video,canva video,canva video,canva video,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,PyCharm,pycharm,pycharm,pycharm,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,JetBrains,jetbrains,jetbrains,jetbrains,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Docker,docker,docker,docker,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Docker Desktop,docker desktop,docker desktop,docker desktop,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,Postman Pro,postman pro,postman pro,postman pro,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,Postman,postman,postman,postman,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,GitKraken,gitkraken,gitkraken,gitkraken,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Tower,tower,tower,tower,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Kaleidoscope,kaleidoscope,kaleidoscope,kaleidoscope,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Navicat,navicat,navicat,navicat,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Tableau,tableau,tableau,tableau,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Tableau Public,tableau public,tableau public,tableau public,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,RapidMiner,rapidminer,rapidminer,rapidminer,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,NVivo,nvivo,nvivo,nvivo,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,SPSS,spss,spss,spss,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Minitab,minitab,minitab,minitab,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Stata,stata,stata,stata,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,GraphPad Prism,graphpad prism,graphpad prism,graphpad prism,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,MATLAB,matlab,matlab,matlab,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Mathematica,mathematica,mathematica,mathematica,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Wolfram Mathematica,wolfram mathematica,wolfram mathematica,wolfram mathematica,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,Jupyter,jupyter,jupyter,jupyter,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,RStudio,rstudio,rstudio,rstudio,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Anaconda,anaconda,anaconda,anaconda,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,VS Code,vs code,vs code,vs code,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,Vim,vim,vim,vim,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,Emacs,emacs,emacs,emacs,1.0,1.0,0.0,0.0
Development & Data / Tools Teknis,IntelliJ IDEA,intellij idea,intellij idea,intellij idea,2.0,2.0,0.0,0.0
Development & Data / Tools Teknis,WebStorm,webstorm,webstorm,webstorm,1.0,1.0,0.0,0.0
