Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Pintoe Langit Dahromo,Entertainment,pintoe langit dahromo,pintoe langit dahromo,pintoe langit dahromo,3.0,3.0,0.0,0.0
Bendung Tegal,Entertainment,bendung tegal,bendung tegal,bendung tegal,2.0,2.0,0.0,0.0
WISATA SRIHARJO,Entertainment,wisata sriharjo,wisata sriharjo,wisata sriharjo,2.0,2.0,0.0,0.0
Balong Waterpark,Entertainment,balong waterpark,balong waterpark,balong waterpark,2.0,2.0,0.0,0.0
Bulak Ngebuan View,Entertainment,bulak ngebuan view,bulak ngebuan view,bulak ngebuan view,3.0,3.0,0.0,0.0
Pantai cinemara Sewu Bantul Yogyakarta,Entertainment,pantai cinemara sewu bantul yogyakarta,cinemara sewu bantul yogyakarta,cinemara sewu bantul yogyakarta,5.0,4.0,1.0,20.0
Laut Bekah,Entertainment,laut bekah,laut,laut,2.0,1.0,1.0,50.0
KANO MARITIM BAROS,Entertainment,kano maritim baros,kano baros,kano baros,3.0,2.0,1.0,33.3
Goa cinemara Beach,Entertainment,goa cinemara beach,goa cinemara beach,goa cinemara beach,3.0,3.0,0.0,0.0
DESWITA OPAK,Entertainment,deswita opak,deswita opak,deswita opak,2.0,2.0,0.0,0.0
Pantai Parangkusumo,Entertainment,pantai parangkusumo,parangkusumo,pantai parangkusumo,2.0,1.0,1.0,50.0
cinemara Sewu Beach,Entertainment,cinemara sewu beach,cinemara sewu beach,cinemara sewu beach,3.0,3.0,0.0,0.0
Pantai Tall Wolu,Entertainment,pantai tall wolu,tall wolu,tall wolu,3.0,2.0,1.0,33.3
Taman Gumuk Pasir,Entertainment,taman gumuk pasir,gumuk,gumuk,3.0,1.0,2.0,66.7
Mangrove Baros,Entertainment,mangrove baros,mangrove baros,mangrove baros,2.0,2.0,0.0,0.0
Baros Beach,Entertainment,baros beach,baros beach,baros beach,2.0,2.0,0.0,0.0
Muara Pandansimo,Entertainment,muara pandansimo,muara pandansimo,muara pandansimo,2.0,2.0,0.0,0.0
Sendang Ngembel,Entertainment,sendang ngembel,sendang ngembel,sendang ngembel,2.0,2.0,0.0,0.0
Pantai Bidara,Entertainment,pantai bidara,bidara,bidara,2.0,1.0,1.0,50.0
Wisata Sawah Surjan,Entertainment,wisata sawah surjan,wisata sawah surjan,wisata sawah surjan,3.0,3.0,0.0,0.0
Pantai Mlarangan Asri,Entertainment,pantai mlarangan asri,mlarangan,mlarangan,3.0,1.0,2.0,66.7
Tugu Pensil,Entertainment,tugu pensil,tugu pensil,tugu pensil,2.0,2.0,0.0,0.0
Pantai Tanggul Tirto,Entertainment,pantai tanggul tirto,tanggul tirto,tanggul tirto,3.0,2.0,1.0,33.3
Pantai Patihan,Entertainment,pantai patihan,patihan,patih,2.0,1.0,1.0,50.0
Kuwaru Beach,Entertainment,kuwaru beach,kuwaru beach,waru beach,2.0,2.0,0.0,0.0
Cangkring Beach,Entertainment,cangkring beach,cangkring beach,cangkring beach,2.0,2.0,0.0,0.0
Pemecah Ombak Pantai Glagah,Entertainment,pemecah ombak pantai glagah,pemecah ombak glagah,pecah ombak glagah,4.0,3.0,1.0,25.0
Taman Bambu Air Waduk Sermo,Entertainment,taman bambu air waduk sermo,bambu air waduk sermo,bambu air waduk sermo,5.0,4.0,1.0,20.0
Glagah Indah Beach,Entertainment,glagah indah beach,glagah beach,glagah beach,3.0,2.0,1.0,33.3
Waduk Sermo,Entertainment,waduk sermo,waduk sermo,waduk sermo,2.0,2.0,0.0,0.0
Nyi Ageng Serang Statue,Entertainment,nyi ageng serang statue,nyi ageng serang statue,nyi ageng serang statue,4.0,4.0,0.0,0.0
Klenteng Poncowinatan,Entertainment,klenteng poncowinatan,klenteng poncowinatan,klenteng poncowinatan,2.0,2.0,0.0,0.0
Ekowisata Nologaten,Entertainment,ekowisata nologaten,ekowisata nologaten,ekowisata nologaten,2.0,2.0,0.0,0.0
Kids Fun,Entertainment,kids fun,kids fun,kids fun,2.0,2.0,0.0,0.0
Dusun Bambu,Entertainment,dusun bambu,dusun bambu,dusun bambu,2.0,2.0,0.0,0.0
Alam Wisata Cimahi Resort,Entertainment,alam wisata cimahi resort,alam wisata cimahi resort,alam wisata cimahi resort,4.0,4.0,0.0,0.0
(Kabuci) kampung Buyut Cipageran Asih Putera,Entertainment,kabuci kampung buyut cipageran asih putera,kabuci buyut cipageran asih putera,kabuci buyut cipageran asih putera,6.0,5.0,1.0,16.7
Kawasan Punclut,Entertainment,kawasan punclut,kawasan punclut,kawasan punclut,2.0,2.0,0.0,0.0
Dago Dreampark,Entertainment,dago dreampark,dago dreampark,dago dreampark,2.0,2.0,0.0,0.0
Bale Bambu Adventure Resort,Entertainment,bale bambu adventure resort,bale bambu adventure resort,bale bambu adventure resort,4.0,4.0,0.0,0.0
Sarae Hills,Entertainment,sarae hills,sarae hills,sarae hills,2.0,2.0,0.0,0.0
Teras Cikapundung BBWS,Entertainment,teras cikapundung bbws,teras cikapundung bbws,teras cikapundung bbws,3.0,3.0,0.0,0.0
Sudut Pandang Bandung,Entertainment,sudut pandang bandung,sudut pandang bandung,sudut pandang bandung,3.0,3.0,0.0,0.0
Peta Park,Entertainment,peta park,peta park,peta park,2.0,2.0,0.0,0.0
Kampung Batu Malakasari Ecopark,Entertainment,kampung batu malakasari ecopark,batu malakasari ecopark,batu malakasari ecopark,4.0,3.0,1.0,25.0
Wisata Pakuhaji,Entertainment,wisata pakuhaji,wisata pakuhaji,wisata pakuhaji,2.0,2.0,0.0,0.0
Bukit Moko,Entertainment,bukit moko,bukit moko,bukit moko,2.0,2.0,0.0,0.0
Lembang Wonderland,Entertainment,lembang wonderland,lembang wonderland,lembang wonderland,2.0,2.0,0.0,0.0
Jendela Alam,Entertainment,jendela alam,jendela alam,jendela alam,2.0,2.0,0.0,0.0
Taman Junghuhn,Entertainment,taman junghuhn,junghuhn,junghuhn,2.0,1.0,1.0,50.0
Tebing Karaton,Entertainment,tebing karaton,tebing karaton,tebing karaton,2.0,2.0,0.0,0.0
Stone Mountain,Entertainment,stone mountain,stone mountain,stone mountain,2.0,2.0,0.0,0.0
Oray Tapa,Entertainment,oray tapa,oray,oray,2.0,1.0,1.0,50.0
Manglayang Jungle Place,Entertainment,manglayang jungle place,manglayang jungle place,manglayang jungle place,3.0,3.0,0.0,0.0
Wisata Tangga Seribu Manglayang,Entertainment,wisata tangga seribu manglayang,wisata tangga seribu manglayang,wisata tangga ribu manglayang,4.0,4.0,0.0,0.0
MiniMania - Taman Miniatur Dunia (Lembang),Entertainment,minimania taman miniatur dunia lembang,minimania miniatur dunia lembang,minimania miniatur dunia lembang,6.0,4.0,2.0,33.3
Rumah Pohon (Playground & Waterpark),Entertainment,rumah pohon playground waterpark,rumah pohon playground waterpark,rumah pohon playground waterpark,5.0,4.0,1.0,20.0
Wana Wisata Kampoeng Ciherang,Entertainment,wana wisata kampoeng ciherang,wana wisata kampoeng ciherang,wana wisata kampoeng ciherang,4.0,4.0,0.0,0.0
Rainbow Garden Lembang,Entertainment,rainbow garden lembang,rainbow garden lembang,rainbow garden lembang,3.0,3.0,0.0,0.0
Taman Braga,Entertainment,taman braga,braga,braga,2.0,1.0,1.0,50.0
La Fresa Farm (Wisata Petik Strawberry),Entertainment,la fresa farm wisata petik strawberry,la fresa farm wisata petik strawberry,la fresa farm wisata petik strawberry,6.0,6.0,0.0,0.0
Puncak Bintang,Entertainment,puncak bintang,puncak bintang,puncak bintang,2.0,2.0,0.0,0.0
Plaza Cikapundung River Spot,Entertainment,plaza cikapundung river spot,plaza cikapundung river spot,plaza cikapundung river spot,4.0,4.0,0.0,0.0
Taman Film,Entertainment,taman film,film,film,2.0,1.0,1.0,50.0
DI Edutainment,Entertainment,di edutainment,edutainment,edutainment,2.0,1.0,1.0,50.0
Monumen Perjuangan Rakyat Jawa Barat,Entertainment,monumen perjuangan rakyat jawa barat,monumen perjuangan rakyat jawa barat,monumen juang rakyat jawa barat,5.0,5.0,0.0,0.0
Babakan Siliwangi City Forest,Entertainment,babakan siliwangi city forest,babakan siliwangi city forest,babakan siliwangi city forest,4.0,4.0,0.0,0.0
Vanda Park,Entertainment,vanda park,vanda park,vanda park,2.0,2.0,0.0,0.0
Margacinta Park,Entertainment,margacinta park,margacinta park,margacinta park,2.0,2.0,0.0,0.0
Taman Foto Bandung,Entertainment,taman foto bandung,foto bandung,foto bandung,3.0,2.0,1.0,33.3
Wisata Alam Cika-Cika,Entertainment,wisata alam cikacika,wisata alam cikacika,wisata alam cikacika,3.0,3.0,0.0,0.0
Cikapayang Dago Park,Entertainment,cikapayang dago park,cikapayang dago park,cikapayang dago park,3.0,3.0,0.0,0.0
Taman Superhero,Entertainment,taman superhero,superhero,superhero,2.0,1.0,1.0,50.0
Taman Balai Kota Bandung,Entertainment,taman balai kota bandung,balai kota bandung,balai kota bandung,4.0,3.0,1.0,25.0
sky garden PVJ,Entertainment,sky garden pvj,sky garden pvj,sky garden pvj,3.0,3.0,0.0,0.0
Curug Putri Cipariuk,Entertainment,curug putri cipariuk,curug putri cipariuk,curug putri cipariuk,3.0,3.0,0.0,0.0
Kampung Konservasi RIMBUN,Entertainment,kampung konservasi rimbun,konservasi,konservasi,3.0,1.0,2.0,66.7
Saung Eling,Entertainment,saung eling,saung eling,saung eling,2.0,2.0,0.0,0.0
Kampoeng Gowes Fishing,Entertainment,kampoeng gowes fishing,kampoeng gowes fishing,kampoeng gowes fishing,3.0,3.0,0.0,0.0
D'Kandang Depok,Entertainment,dkandang depok,dkandang depok,dkandang depok,2.0,2.0,0.0,0.0
Nangka Waterfall,Entertainment,nangka waterfall,nangka waterfall,nangka waterfall,2.0,2.0,0.0,0.0
Kebun Durian Warso Farm,Entertainment,kebun durian warso farm,kebun durian warso farm,kebun durian warso farm,4.0,4.0,0.0,0.0
Danau Summarecon Bekasi,Entertainment,danau summarecon bekasi,danau summarecon bekasi,danau summarecon bekas,3.0,3.0,0.0,0.0
Telaga Arwana Cibubur,Entertainment,telaga arwana cibubur,telaga arwana cibubur,telaga arwana cibubur,3.0,3.0,0.0,0.0
Taman Kemang Pratama,Entertainment,taman kemang pratama,kemang pratama,kemang pratama,3.0,2.0,1.0,33.3
Wisata Alam Kaliwungu,Entertainment,wisata alam kaliwungu,wisata alam kaliwungu,wisata alam kaliwungu,3.0,3.0,0.0,0.0
Taman Mini Indonesia Indah,Entertainment,taman mini indonesia indah,indonesia,indonesia,4.0,1.0,3.0,75.0
Taman Limo Jatiwangi Cikarang Barat,Entertainment,taman limo jatiwangi cikarang barat,limo jatiwangi cikarang barat,limo jatiwangi cikarang barat,5.0,4.0,1.0,20.0
Cibugary Farm - Wisata Edukasi Cibugary,Entertainment,cibugary farm wisata edukasi cibugary,cibugary farm wisata edukasi cibugary,cibugary farm wisata edukasi cibugary,6.0,5.0,1.0,16.7
Teluk Naga Mas - Taman Wisata & Edukasi,Entertainment,teluk naga mas taman wisata edukasi,teluk naga mas wisata edukasi,teluk naga mas wisata edukasi,8.0,5.0,3.0,37.5
Danau ciberem,Entertainment,danau ciberem,danau ciberem,danau ciberem,2.0,2.0,0.0,0.0
Sembilangan Mangrove Forest & Rindu River,Entertainment,sembilangan mangrove forest rindu river,sembilangan mangrove forest river,sembilang mangrove forest river,6.0,4.0,2.0,33.3
Wisata Kampoeng Kita,Entertainment,wisata kampoeng kita,wisata kampoeng,wisata kampoeng,3.0,2.0,1.0,33.3
Danau Cipondoh,Entertainment,danau cipondoh,danau cipondoh,danau cipondoh,2.0,2.0,0.0,0.0
Taman Wisata Pasir Putih,Entertainment,taman wisata pasir putih,wisata,wisata,4.0,1.0,3.0,75.0
Taman Spathodea,Entertainment,taman spathodea,spathodea,spathodea,2.0,1.0,1.0,50.0
Setu Pengasinan,Entertainment,setu pengasinan,setu pengasinan,setu asin,2.0,2.0,0.0,0.0
Go! Wet,Entertainment,go wet,go wet,go wet,2.0,2.0,0.0,0.0
Wisata saung keramba preto,Entertainment,wisata saung keramba preto,wisata saung keramba preto,wisata saung keramba preto,4.0,4.0,0.0,0.0
Kampung Main Cipulir,Entertainment,kampung main cipulir,main cipulir,main cipulir,3.0,2.0,1.0,33.3
Pantjoran Pantai Indah Kapuk,Entertainment,pantjoran pantai indah kapuk,pantjoran kapuk,pantjoran kapuk,4.0,2.0,2.0,50.0
Sea World Ancol,Entertainment,sea world ancol,sea world ancol,sea world ancol,3.0,3.0,0.0,0.0
Faunaland Ancol,Entertainment,faunaland ancol,faunaland ancol,faunaland ancol,2.0,2.0,0.0,0.0
Ancol Taman Impian,Entertainment,ancol taman impian,ancol impian,ancol impi,3.0,2.0,1.0,33.3
Waduk Sunter Selatan,Entertainment,waduk sunter selatan,waduk sunter selatan,waduk sunter selatan,3.0,3.0,0.0,0.0
Jakarta Bird Land,Entertainment,jakarta bird land,jakarta bird land,jakarta bird land,3.0,3.0,0.0,0.0
Danau Cincin,Entertainment,danau cincin,danau cincin,danau cincin,2.0,2.0,0.0,0.0
Wisata Kota Tua Jakarta,Entertainment,wisata kota tua jakarta,wisata kota jakarta,wisata kota jakarta,4.0,3.0,1.0,25.0
Old Shanghai Sedayu City,Entertainment,old shanghai sedayu city,old shanghai sedayu city,old shanghai dayu city,4.0,4.0,0.0,0.0
Samudra Ancol,Entertainment,samudra ancol,samudra ancol,samudra ancol,2.0,2.0,0.0,0.0
Tebet Eco Park,Entertainment,tebet eco park,tebet park,tebet park,3.0,2.0,1.0,33.3
Allianz Eco Park,Entertainment,allianz eco park,allianz park,allianz park,3.0,2.0,1.0,33.3
Mataram City Park,Entertainment,mataram city park,mataram city park,mataram city park,3.0,3.0,0.0,0.0
Atlantis Water Adventures Ancol,Entertainment,atlantis water adventures ancol,atlantis water adventures ancol,atlantis water adventures ancol,4.0,4.0,0.0,0.0
Dufan Ancol,Entertainment,dufan ancol,dufan ancol,dufan ancol,2.0,2.0,0.0,0.0
Ancol Beach,Entertainment,ancol beach,ancol beach,ancol beach,2.0,2.0,0.0,0.0
Danau Sunter,Entertainment,danau sunter,danau sunter,danau sunter,2.0,2.0,0.0,0.0
Taman Waduk Pluit,Entertainment,taman waduk pluit,waduk pluit,waduk pluit,3.0,2.0,1.0,33.3
Tribeca Park,Entertainment,tribeca park,tribeca park,tribeca park,2.0,2.0,0.0,0.0
Agrowisata Tupai Emas,Entertainment,agrowisata tupai emas,agrowisata tupai emas,agrowisata tupai emas,3.0,3.0,0.0,0.0
Ekowisata Subak Sembung Peguyangan,Entertainment,ekowisata subak sembung peguyangan,ekowisata subak sembung peguyangan,ekowisata subak sembung peguyangan,4.0,4.0,0.0,0.0
Big Garden Corner,Entertainment,big garden corner,big garden corner,big garden corner,3.0,3.0,0.0,0.0
Pantai Mengening,Entertainment,pantai mengening,mengening,kening,2.0,1.0,1.0,50.0
Batu Belig Beach,Entertainment,batu belig beach,batu belig beach,batu belig beach,3.0,3.0,0.0,0.0
Kuta Beach,Entertainment,kuta beach,kuta beach,kuta beach,2.0,2.0,0.0,0.0
Biaung Beach,Entertainment,biaung beach,biaung beach,biaung beach,2.0,2.0,0.0,0.0
Blangsinga Waterfall,Entertainment,blangsinga waterfall,blangsinga waterfall,blangsinga waterfall,2.0,2.0,0.0,0.0
Taman Wisata Tukad Bindu,Entertainment,taman wisata tukad bindu,wisata tukad bindu,wisata tukad bindu,4.0,3.0,1.0,25.0
Lumintang Park,Entertainment,lumintang park,lumintang park,lumintang park,2.0,2.0,0.0,0.0
Monumen Tragedi Kemanusiaan,Entertainment,monumen tragedi kemanusiaan,monumen tragedi kemanusiaan,monumen tragedi manusia,3.0,3.0,0.0,0.0
Upside Down World Bali,Entertainment,upside down world bali,upside down world bali,upside down world bal,4.0,4.0,0.0,0.0
Pantai Double - Six,Entertainment,pantai double six,double six,double six,4.0,2.0,2.0,50.0
Masceti Beach,Entertainment,masceti beach,masceti beach,masceti beach,2.0,2.0,0.0,0.0
Lapangan Puputan Badung (I Gusti Ngurah Made Agung),Entertainment,lapangan puputan badung i gusti ngurah made agung,lapangan puputan badung gusti ngurah made,lapang puput badung gusti ngurah made,8.0,6.0,2.0,25.0
Kertalangu Cultural Village,Entertainment,kertalangu cultural village,kertalangu cultural village,kertalangu cultural village,3.0,3.0,0.0,0.0
Pantai Munggu,Entertainment,pantai munggu,munggu,munggu,2.0,1.0,1.0,50.0
Pantai Batu Belig,Entertainment,pantai batu belig,batu belig,batu belig,3.0,2.0,1.0,33.3
Taman Janggan Renon Denpasar,Entertainment,taman janggan renon denpasar,janggan renon denpasar,janggan renon denpasar,4.0,3.0,1.0,25.0
Pererenan Beach,Entertainment,pererenan beach,pererenan beach,pererenan beach,2.0,2.0,0.0,0.0
Lapangan Niti Mandala Renon - Monumen Perjuangan Rakyat Bali,Entertainment,lapangan niti mandala renon monumen perjuangan rakyat bali,lapangan niti mandala renon monumen perjuangan rakyat bali,lapang niti mandala renon monumen juang rakyat bal,9.0,8.0,1.0,11.1
Sungai Dam Oongan,Entertainment,sungai dam oongan,sungai dam oongan,sungai dam oongan,3.0,3.0,0.0,0.0
Mertasari Beach,Entertainment,mertasari beach,mertasari beach,mertasari beach,2.0,2.0,0.0,0.0
CitraLand Waterpark Denpasar,Entertainment,citraland waterpark denpasar,citraland waterpark denpasar,citraland waterpark denpasar,3.0,3.0,0.0,0.0
Turtle Conservation And Education Center,Entertainment,turtle conservation and education center,turtle conservation and education center,turtle conservation and education center,5.0,5.0,0.0,0.0
Water Sport Adventure Bali Dolphin Shop,Entertainment,water sport adventure bali dolphin shop,water sport adventure bali dolphin,water sport adventure bal dolphin,6.0,5.0,1.0,16.7
Pirate Dinner Cruise,Entertainment,pirate dinner cruise,pirate dinner cruise,pirate dinner cruise,3.0,3.0,0.0,0.0
Pantai Purnama,Entertainment,pantai purnama,purnama,purnama,2.0,1.0,1.0,50.0
Puputan Margarana Field,Entertainment,puputan margarana field,puputan margarana field,puput margarana field,3.0,3.0,0.0,0.0
Jerman Beach,Entertainment,jerman beach,jerman beach,jerman beach,2.0,2.0,0.0,0.0
Petitenget Beach,Entertainment,petitenget beach,petitenget beach,petitenget beach,2.0,2.0,0.0,0.0
Barong Dance Putra Barong,Entertainment,barong dance putra barong,barong dance putra barong,barong dance putra barong,4.0,4.0,0.0,0.0
Pantai Saba,Entertainment,pantai saba,saba,saba,2.0,1.0,1.0,50.0
Gumuh Sari Rekreasi,Entertainment,gumuh sari rekreasi,gumuh sari rekreasi,gumuh sari rekreasi,3.0,3.0,0.0,0.0
Parking Lot Puspem Badung,Entertainment,parking lot puspem badung,parking lot puspem badung,parking lot puspem badung,4.0,4.0,0.0,0.0
Paket Honeymoon Bali Murah - Honeymoonbaliku.com,Entertainment,paket honeymoon bali murah honeymoonbalikucom,honeymoon bali honeymoonbalikucom,honeymoon bal honeymoonbalikucom,6.0,3.0,3.0,50.0
Pitaloka,Entertainment,pitaloka,pitaloka,pitaloka,1.0,1.0,0.0,0.0
Bali Wake Park,Entertainment,bali wake park,bali wake park,bal wake park,3.0,3.0,0.0,0.0
Kolam Pancing Bu Isti,Entertainment,kolam pancing bu isti,kolam pancing bu isti,kolam pancing bu isti,4.0,4.0,0.0,0.0
Bokasi Farm (Pak Oles),Entertainment,bokasi farm pak oles,bokasi farm oles,bokasi farm oles,4.0,3.0,1.0,25.0
Masjid Nurul Huda Bandara Ngurah Rai,Entertainment,masjid nurul huda bandara ngurah rai,masjid nurul huda bandara ngurah rai,masjid nurul huda bandara ngurah rai,6.0,6.0,0.0,0.0
Museum Sandi,Entertainment,museum sandi,museum sandi,museum sandi,2.0,2.0,0.0,0.0
Romo Mangun Museum,Entertainment,romo mangun museum,romo mangun museum,romo mangun museum,3.0,3.0,0.0,0.0
Jogja National Museum,Entertainment,jogja national museum,jogja national museum,jogja national museum,3.0,3.0,0.0,0.0
Vredeburg Fort Museum,Entertainment,vredeburg fort museum,vredeburg fort museum,vredeburg fort museum,3.0,3.0,0.0,0.0
Museum Sonobudoyo Unit I,Entertainment,museum sonobudoyo unit i,museum sonobudoyo unit,museum sonobudoyo unit,4.0,3.0,1.0,25.0
Museum Wahanarata,Entertainment,museum wahanarata,museum wahanarata,museum wahanarata,2.0,2.0,0.0,0.0
Affandi Museum,Entertainment,affandi museum,affandi museum,affandi museum,2.0,2.0,0.0,0.0
Museum Batik Yogyakarta,Entertainment,museum batik yogyakarta,museum batik yogyakarta,museum batik yogyakarta,3.0,3.0,0.0,0.0
Sasana Wiratama Diponegoro Museum,Entertainment,sasana wiratama diponegoro museum,sasana wiratama diponegoro museum,sasana wiratama diponegoro museum,4.0,4.0,0.0,0.0
Museum Perjuangan,Entertainment,museum perjuangan,museum perjuangan,museum juang,2.0,2.0,0.0,0.0
Museum TNI AD Dharma Wiratama,Entertainment,museum tni ad dharma wiratama,museum tni ad dharma wiratama,museum tni ad dharma wiratama,5.0,5.0,0.0,0.0
Museum Kotagede Intro Living Museum,Entertainment,museum kotagede intro living museum,museum kotagede intro living museum,museum kotagede intro living museum,5.0,5.0,0.0,0.0
Lokasi eks Oudheden Museum,Entertainment,lokasi eks oudheden museum,lokasi eks oudheden museum,lokasi eks oudheden museum,4.0,4.0,0.0,0.0
Central Museum of the Air Force Dirgantara Mandala,Entertainment,central museum of the air force dirgantara mandala,central museum of the air force dirgantara mandala,central museum of the air force dirgantara mandala,8.0,8.0,0.0,0.0
Museum UGM,Entertainment,museum ugm,museum ugm,museum ugm,2.0,2.0,0.0,0.0
Museum Dr. Yap Prawirohusodo,Entertainment,museum dr yap prawirohusodo,museum dr yap prawirohusodo,museum dr yap prawirohusodo,4.0,4.0,0.0,0.0
Monumen Yogya Kembali (Museum Monjali),Entertainment,monumen yogya kembali museum monjali,monumen yogya museum monjali,monumen yogya museum monjali,5.0,4.0,1.0,20.0
Indonesian Education Museum,Entertainment,indonesian education museum,indonesian education museum,indonesian education museum,3.0,3.0,0.0,0.0
Museum of Biology UGM,Entertainment,museum of biology ugm,museum of biology ugm,museum of biology ugm,4.0,4.0,0.0,0.0
Sonobudoyo Museum Office,Entertainment,sonobudoyo museum office unit ii,sonobudoyo museum office unit ii,sonobudoyo museum office unit ii,5.0,5.0,0.0,0.0
Museum Sasmitaloka Panglima Besar Jenderal Sudirman,Entertainment,museum sasmitaloka panglima besar jenderal sudirman,museum sasmitaloka panglima jenderal sudirman,museum sasmitaloka panglima jenderal sudirman,6.0,5.0,1.0,16.7
Taman Pintar Yogyakarta,Entertainment,taman pintar yogyakarta,yogyakarta,yogyakarta,3.0,1.0,2.0,66.7
Museum Omah Jayeng ,Entertainment,museum omah jayeng,museum omah jayeng,museum omah jayeng,3.0,3.0,0.0,0.0
Museum Satwa Gembira Loka Zoo,Entertainment,museum satwa gembira loka zoo,museum satwa loka zoo,museum satwa loka zoo,5.0,4.0,1.0,20.0
Museum Sonobudaya Unit l,Entertainment,museum sonobudaya unit l,museum sonobudaya unit,museum sonobudaya unit,4.0,3.0,1.0,25.0
Museum HM Soeharto,Entertainment,museum hm soeharto,museum hm soeharto,museum hm soeharto,3.0,3.0,0.0,0.0
Museum dan Tanah Liat,Entertainment,museum dan tanah liat,museum tanah,museum tanah,4.0,2.0,2.0,50.0
Museum of Dewantara Kirti Griya,Entertainment,museum of dewantara kirti griya,museum of dewantara kirti griya,museum of dewantara kirti griya,5.0,5.0,0.0,0.0
Museum Sri Sultan Hamengkubuwono IX,Entertainment,museum sri sultan hamengkubuwono ix,museum sri sultan hamengkubuwono ix,museum sri sultan hamengkubuwono ix,5.0,5.0,0.0,0.0
Andi Bayou Museum,Entertainment,andi bayou museum,andi bayou museum,andi bayou museum,3.0,3.0,0.0,0.0
Museum Batik Gan,Entertainment,museum batik gan,museum batik gan,museum batik gan,3.0,3.0,0.0,0.0
"Museum Air ""Water For Life"" Jogja Bay Waterpark",Entertainment,museum air water for life jogja bay waterpark,museum air water for life jogja bay waterpark,museum air water for life jogja bay waterpark,8.0,8.0,0.0,0.0
Museum Plataran,Entertainment,museum plataran,museum plataran,museum plataran,2.0,2.0,0.0,0.0
DX Museum & Library,Entertainment,dx museum library,dx museum library,dx museum library,4.0,3.0,1.0,25.0
Museum Serat Holistik Kehidupan Susilawati Susmono,Entertainment,museum serat holistik kehidupan susilawati susmono,museum serat holistik kehidupan susilawati susmono,museum serat holistik hidup susilawati susmono,6.0,6.0,0.0,0.0
Museum Kampung Hilang,Entertainment,museum kampung hilang,museum hilang,museum hilang,3.0,2.0,1.0,33.3
Situs Mata Air Sempor,Entertainment,situs mata air sempor,situs mata air sempor,situs mata air sempor,4.0,4.0,0.0,0.0
Merapi Volcano Museum,Entertainment,merapi volcano museum,merapi volcano museum,rapi volcano museum,3.0,3.0,0.0,0.0
Omah Petroek,Entertainment,omah petroek,omah petroek,omah petroek,2.0,2.0,0.0,0.0
Museum Anak Bajang,Entertainment,museum anak bajang,museum bajang,museum bajang,3.0,2.0,1.0,33.3
Museum Misi Muntilan,Entertainment,museum misi muntilan,museum misi muntilan,museum misi muntilan,3.0,3.0,0.0,0.0
Museum Ullen Sentalu,Entertainment,museum ullen sentalu,museum ullen sentalu,museum ullen sentalu,3.0,3.0,0.0,0.0
Museum Mini Sisa Hartaku,Entertainment,museum mini sisa hartaku,museum sisa hartaku,museum sisa harta,4.0,3.0,1.0,25.0
Musium Petilasan Mbah Maridjan,Entertainment,musium petilasan mbah maridjan,musium petilasan mbah maridjan,musium tilas mbah maridjan,4.0,4.0,0.0,0.0
Museum Anaia dan Alisha,Entertainment,museum anaia dan alisha,museum anaia alisha,museum anaia alisha,4.0,3.0,1.0,25.0
Haji Widayat Museum,Entertainment,haji widayat museum,haji widayat museum,haji widayat museum,3.0,3.0,0.0,0.0
Kebon Pasinaon Living Museum,Entertainment,kebon pasinaon living museum,kebon pasinaon living museum,kebon pasinaon living museum,4.0,4.0,0.0,0.0
Merapi Observatorium,Entertainment,merapi observatorium,merapi observatorium,rapi observatorium,2.0,2.0,0.0,0.0
Museum Wayang Sasana Gunarasa,Entertainment,museum wayang sasana gunarasa,museum wayang sasana gunarasa,museum wayang sasana gunarasa,4.0,4.0,0.0,0.0
MUSEUM & KAMPUNG SENI BOROBUDUR,Entertainment,museum kampung seni borobudur,museum seni borobudur,museum seni borobudur,5.0,3.0,2.0,40.0
Museum Kapal Samudraraksa,Entertainment,museum kapal samudraraksa,museum kapal samudraraksa,museum kapal samudraraksa,3.0,3.0,0.0,0.0
Borobudur Conservation Center,Entertainment,borobudur conservation center,borobudur conservation center,borobudur conservation center,3.0,3.0,0.0,0.0
Museum Karmawibangga Taman Wisata Candi Borobudur,Entertainment,museum karmawibangga taman wisata candi borobudur,museum karmawibangga wisata candi borobudur,museum karmawibangga wisata candi borobudur,6.0,5.0,1.0,16.7
Monumen Wiranara ,Entertainment,monumen wiranara,monumen wiranara,monumen wiranara,2.0,2.0,0.0,0.0
Monumen Situs Rumah Sandi Indonesia,Entertainment,monumen situs rumah sandi indonesia,monumen situs rumah sandi indonesia,monumen situs rumah sandi indonesia,5.0,5.0,0.0,0.0
WATU PUNGGANG,Entertainment,watu punggang,watu punggang,watu punggang,2.0,2.0,0.0,0.0
Rumah Jamu Menoreh,Entertainment,rumah jamu menoreh,rumah jamu menoreh,rumah jamu toreh,3.0,3.0,0.0,0.0
Bukit Pandawa,Entertainment,bukit pandawa,bukit pandawa,bukit pandawa,2.0,2.0,0.0,0.0
Bekas Markas Kolonel T.B. Simatupang,Entertainment,bekas markas kolonel tb simatupang,bekas markas kolonel tb simatupang,bekas markas kolonel tb simatupang,5.0,5.0,0.0,0.0
Monumen PATUNG WEDUS,Entertainment,monumen patung wedus,monumen patung wedus,monumen patung wedus,3.0,3.0,0.0,0.0
